dateChecked,state,positive,negative,pending,hospitalizedCumulative,death,inIcuCumulative,onVentilatorCumulative,recovered,total,hash,hospitalizedCurrently,onVentilatorCurrently,inIcuCurrently,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
3/10/2020,OK,2,15,11,,,,,,28,fe6cb3ee7ed6b8df044b4274f1235f2c35195542,,,,17,17,40,0,0,7,1,8
3/11/2020,OK,2,15,11,,,,,,28,5ec52c041a7fed2461a75cd7d7b69c16408ed016,,,,17,17,40,0,0,0,0,0
3/12/2020,OK,3,36,4,,,,,,43,0695ce1aed2deb9062e4a75ce05c7d5fbb2b3975,,,,39,39,40,0,0,21,1,22
3/13/2020,OK,3,36,37,,,,,,76,41b22c1ee50041708e574581687a0c4155caa8aa,,,,39,39,40,0,0,0,0,0
3/14/2020,OK,4,36,37,,,,,,77,c73b103132566a7e2d3c71510adc6def73b88940,,,,40,40,40,0,0,0,1,1
3/15/2020,OK,9,118,12,,,,,,139,c94b4a8b7a6943e47f2b18b0830094b3b5b847aa,,,,127,127,40,0,0,82,5,87
3/16/2020,OK,10,174,29,,,,,,213,e0d2929770055843abe54cd9ac80c1f407fdfcd3,,,,184,184,40,0,0,56,1,57
3/17/2020,OK,17,247,82,,,,,,346,e1c323cb75eb122e2b034a5370eaad9e5a86d4fa,,,,264,264,40,0,0,73,7,80
3/18/2020,OK,29,378,110,,,,,,517,0d0abb08b10d42019c2c2193f46d2fdc388fc740,,,,407,407,40,0,0,131,12,143
3/19/2020,OK,44,466,250,,1,,,,760,47631b0fa53981cf4d35fb5e03bc92da1d876375,,,,510,510,40,1,0,88,15,103
3/20/2020,OK,49,538,374,,1,,,,961,e7f3b58b28391e52c4ba63eebe765a8da88bce50,,,,587,587,40,0,0,72,5,77
3/21/2020,OK,53,560,144,10,1,,,,757,1503e792121ec9bc0aa951a7efe032de95f66efd,,,,613,613,40,0,10,22,4,26
3/22/2020,OK,67,669,102,11,2,,,,838,9ffd88f2064177c641dd3d488b2e05f323b81e67,,,,736,736,40,1,1,109,14,123
3/23/2020,OK,81,694,102,15,2,,,,877,06988832908c4bd0101aa70897aaa31f44bf1f07,,,,775,775,40,0,4,25,14,39
3/24/2020,OK,106,735,,25,3,,,,841,6f7920a3fbf6e8734988631827d4e088b3e392e1,,,,841,841,40,1,10,41,25,66
3/25/2020,OK,164,805,,59,5,,,,969,0a9c58ed26188df9e615374204dca8c4e9bded41,,,,969,969,40,2,34,70,58,128
3/26/2020,OK,248,958,,86,7,,,,1206,6a5dd746a3fa2c1898256473098b5715589457c2,,,,1206,1206,40,2,27,153,84,237
3/27/2020,OK,322,1084,,105,8,,,,1406,01208f5d22ac2638f9654bb25fdb4bbe426dd561,,,,1406,1406,40,1,19,126,74,200
3/28/2020,OK,377,1180,,126,15,,,,1557,0955acd0f7dadd282ecf522f79bd9042b3af7b95,,,,1557,1557,40,7,21,96,55,151
3/29/2020,OK,429,1205,,140,16,,,,1634,90830f70410babf14d5be9257a440aec4c3a2752,,,,1634,1634,40,1,14,25,52,77
3/30/2020,OK,481,1207,,153,17,,,,1688,b3b3a86a6005e6bb134a5072898bce9dfe1e5b69,,,,1688,1688,40,1,13,2,52,54
3/31/2020,OK,565,1229,,177,23,,,,1794,7644495f3049f57946f6ac8b36f1eb1ffc6b7991,,,,1794,1794,40,6,24,22,84,106
4/1/2020,OK,719,1248,,219,30,,,,1967,ac29d7657881eeb536d49135e22894a8e669ba86,,,,1967,1967,40,7,42,19,154,173
4/2/2020,OK,879,1265,,257,34,,,,2144,566ac2a75a879b83eb20085c9ea44852fa14d63a,,,,2144,2144,40,4,38,17,160,177
4/3/2020,OK,988,1315,,289,38,,,,2303,8702f6d3df27dc4ba14e053f1f3ea347acc7dbcf,,,,2303,2303,40,4,32,50,109,159
3/4/2020,OR,3,29,18,,,,,,50,d63f4cf486a6d2f86062b9af1bd46955abd90cb9,,,,32,32,41,,,,,
3/5/2020,OR,3,45,13,,,,,,61,99211bd19ed97ed9d4cf2ff512e5df794b13f3b8,,,,48,48,41,0,0,16,0,16
3/6/2020,OR,3,64,28,,,,,,95,8c2cf703264be22af405b67f312c031ee48a2c49,,,,67,67,41,0,0,19,0,19
3/7/2020,OR,7,77,40,,,,,,124,46f67721ac9c9e4bf2223020998c4d83fcc7f249,,,,84,84,41,0,0,13,4,17
3/8/2020,OR,14,100,53,,,,,,167,882f37383b337cc29b83d8317156e4a4311f6627,,,,114,114,41,0,0,23,7,30
3/9/2020,OR,14,165,52,,,,,,231,f5a1974166b2872d9568b45083f043611e5c5652,,,,179,179,41,0,0,65,0,65
3/10/2020,OR,15,213,67,,,,,,295,b124f2b2f232984d5c0185a54ad7f85bb988a90a,,,,228,228,41,0,0,48,1,49
3/11/2020,OR,19,286,62,,,,,,367,a0862d7ffbd817d0c1174d1060d000628f3e2d56,,,,305,305,41,0,0,73,4,77
3/12/2020,OR,19,286,62,,,,,,367,842079fddc7a5740cd7252af4ef8f126bb9784d9,,,,305,305,41,0,0,0,0,0
3/13/2020,OR,30,337,157,,,,,,524,ee29420a1ee3ce2e33cdf966ecbdfc575d26206b,,,,367,367,41,0,0,51,11,62
3/14/2020,OR,30,337,157,,,,,,524,1400911ca9d80be2f8e342c113a1df4d70338602,,,,367,367,41,0,0,0,0,0
3/15/2020,OR,36,420,225,,,,,,681,ee34e334d60acd6c6786608eaf502ef3469b027a,,,,456,456,41,0,0,83,6,89
3/16/2020,OR,39,579,182,,,,,,800,962d85e67d8cf64e5ef102b345d18ae50baa0624,,,,618,618,41,0,0,159,3,162
3/17/2020,OR,47,689,184,,,,,,920,898565e2b6b936a739713bd0e523449fdf478069,,,,736,736,41,0,0,110,8,118
3/18/2020,OR,75,1118,361,,3,,,,1554,417e054b02ae4a5d4a0a2a5870a419a30ae285db,,,,1193,1193,41,3,0,429,28,457
3/19/2020,OR,88,1329,437,,3,,,,1854,94d69640761fa3b2766f0ab482a1e62e4f77550e,,,,1417,1417,41,0,0,211,13,224
3/20/2020,OR,114,2003,433,,3,,,,2550,ce87d86e6068b6b11bf179616acd49af43d92ab8,,,,2117,2117,41,0,0,674,26,700
3/21/2020,OR,114,2003,433,,3,,,,2550,10b3171e833e613dedf31c1ac227cc4a45ef6ea0,,,,2117,2117,41,0,0,0,0,0
3/22/2020,OR,161,2864,,43,4,,,,3025,ce0d62ce9e64793f5c0c0061df7f500c056f1f94,,,,3025,3025,41,1,43,861,47,908
3/23/2020,OR,191,3649,,56,5,,,,3840,d32dc80aee60746bbda8cd2ded2558efd103b76d,,,,3840,3840,41,1,13,785,30,815
3/24/2020,OR,209,4350,,61,8,,,,4559,48f6f90138b010e86974032f5c2c2831e7fb4a75,,,,4559,4559,41,3,5,701,18,719
3/25/2020,OR,209,4350,,61,8,,,,4559,5a3e8848f9b6371e0c31274fd62117c40f06a0a3,,,,4559,4559,41,0,0,0,0,0
3/26/2020,OR,327,6953,,90,11,,,,7280,ddb030ea072a2fe01a8d71d2a5a24e917d4e8ea2,,,,7280,7280,41,3,29,2603,118,2721
3/27/2020,OR,414,8510,,102,12,,31,,8924,b60609c583643679e2b128c34d9394e1a6104f4d,91,31,,8924,8924,41,1,12,1557,87,1644
3/28/2020,OR,479,9693,,117,13,,31,,10172,4615188d4b688420245f6cee70b98db2cee2680e,107,31,,10172,10172,41,1,15,1183,65,1248
3/29/2020,OR,548,10878,,129,13,,37,,11426,fe238901e3353621bc8b5a2c6bdc5b61a26b07fb,107,37,,11426,11426,41,0,12,1185,69,1254
3/30/2020,OR,606,12277,,140,16,,39,,12883,c543299db7bd820697dd1e52f379790ec57de15a,,39,,12883,12883,41,3,11,1399,58,1457
3/31/2020,OR,690,13136,,154,18,,40,,13826,e44596521fd7149cd51b2feacaf8439e95aa4e5d,132,40,,13826,13826,41,2,14,859,84,943
4/1/2020,OR,690,13136,,154,18,,40,,13826,c37eb024e65c3469e098cccb5acb7c4e54ced2df,132,40,,13826,13826,41,0,0,0,0,0
4/2/2020,OR,736,14132,,167,19,,40,,14868,b771658b625232d8a1f579f80eab46699a03f83b,134,38,,14868,14868,41,1,13,996,46,1042
4/3/2020,OR,826,15259,,,21,,40,,16085,b2e5b88bbad8239be3032b82f4afe354fc21fe96,188,38,,16085,16085,41,2,0,1127,90,1217
3/6/2020,PA,2,,,,,,,,2,3ce04ca60daa0171a4965e6870cd5710345e8669,,,,2,2,42,,,,,
3/7/2020,PA,2,,,,,,,,2,3871d6bc6330da56761811413b00cd4445978206,,,,2,2,42,0,0,0,0,0
3/8/2020,PA,4,,,,,,,,4,a96dc6ae2a6d9f2146ab5b921f29c8c540026143,,,,4,4,42,0,0,0,2,2
3/9/2020,PA,7,,,,,,,,7,5a788f1e0625421bec669ccb76c0128dab73bdb5,,,,7,7,42,0,0,0,3,3
3/10/2020,PA,12,,,,,,,,12,7dd8e8b438f07cd82021188efd5b91468b8ce15e,,,,12,12,42,0,0,0,5,5
3/11/2020,PA,15,88,54,,,,,,157,3f9230ce75934636a27dc9de09446739ae3d7435,,,,103,103,42,0,0,88,3,91
3/12/2020,PA,22,116,81,,,,,,219,bb985e06b75f251244341704b20d6b0c3daa27c1,,,,138,138,42,0,0,28,7,35
3/13/2020,PA,33,140,130,,,,,,303,c020c5effee33b3ec0b5d8208913e1d43bb469cc,,,,173,173,42,0,0,24,11,35
3/14/2020,PA,47,205,150,,,,,,402,d18f94522023cea299270dcc1602530f2ddc0dc4,,,,252,252,42,0,0,65,14,79
3/15/2020,PA,63,205,183,,,,,,451,b456aca3dcfc156e659cf9d83c9b906acb7c5ae5,,,,268,268,42,0,0,0,16,16
3/16/2020,PA,76,670,,,,,,,746,96a8a61c47aef3aefddcc68815b03b9de9e6ffa7,,,,746,746,42,0,0,465,13,478
3/17/2020,PA,96,879,,,,,,,975,9a374eb05235860321c532550f87da84d649fcfd,,,,975,975,42,0,0,209,20,229
3/18/2020,PA,133,1187,,,,,,,1320,53f74823d5e0c5cde103d57683986efe781fb763,,,,1320,1320,42,0,0,308,37,345
3/19/2020,PA,185,1608,,,1,,,,1793,a87671ef28a0d908f73c46b699f698799347b071,,,,1793,1793,42,1,0,421,52,473
3/20/2020,PA,268,2574,,,1,,,,2842,d618791d5664fb84a0a633890bae484ad6390590,,,,2842,2842,42,0,0,966,83,1049
3/21/2020,PA,371,3766,,,2,,,,4137,18df8e2622a5b9fc6b266124af168742b75d3bae,,,,4137,4137,42,1,0,1192,103,1295
3/22/2020,PA,479,4964,,,2,,,,5443,e55025d414359bd8039b3a89935560cdf0759885,,,,5443,5443,42,0,0,1198,108,1306
3/23/2020,PA,644,6595,,,6,,,,7239,f34848bd60ba259abd8ba905bbf1a2edc2e450da,,,,7239,7239,42,4,0,1631,165,1796
3/24/2020,PA,851,8643,,,7,,,,9494,ce0a280d338c6cb38fc09e23260c4a9d36b61a64,,,,9494,9494,42,1,0,2048,207,2255
3/25/2020,PA,1127,11193,,,11,,,,12320,a04cdbf57ddbd0c489b48882295db9559fb037b5,,,,12320,12320,42,4,0,2550,276,2826
3/26/2020,PA,1687,16441,,,16,,,,18128,7712fd7f15f40e975c2a503bd7633edd4387df7e,,,,18128,18128,42,5,0,5248,560,5808
3/27/2020,PA,2218,21016,,241,22,,,,23234,e80400da9fd2c8e84d22566050fa2b705d7fdde0,,,,23234,23234,42,6,241,4575,531,5106
3/28/2020,PA,2751,25254,,316,34,,,,28005,0b00e5e4eec84c744f25bfd23aa3ff905cca2f2e,,,,28005,28005,42,12,75,4238,533,4771
3/29/2020,PA,3394,30061,,353,38,,,,33455,da55c1eba9c83cb8c9e3ce7b474a2d7f74f7ecbc,,,,33455,33455,42,4,37,4807,643,5450
3/30/2020,PA,4087,33777,,386,49,,,,37864,cac05153a6de7331306734979416c0bbbca4be85,,,,37864,37864,42,11,33,3716,693,4409
3/31/2020,PA,4843,37645,,514,63,,,,42488,f2ddb226108bf8650a4c9d6b6394ff9083e3adbc,,,,42488,42488,42,14,128,3868,756,4624
4/1/2020,PA,5805,42427,,620,74,,,,48232,575ea7e224d4f1f6797bed8fe0a7902daad3ffab,,,,48232,48232,42,11,106,4782,962,5744
4/2/2020,PA,7016,47698,,730,90,,,,54714,0dc7935c18797a0f7616c41c364e159c12d62657,,,,54714,54714,42,16,110,5271,1211,6482
4/3/2020,PA,8420,53695,,852,102,,,,62115,aade9d40167b6e73754871c40386092b362363a2,,,,62115,62115,42,12,122,5997,1404,7401
3/16/2020,PR,5,9,,,,,,,14,be5aca3aa4f7fa2a722127a99ec083fd3b982671,,,,14,14,72,,,,,
3/17/2020,PR,5,13,4,,,,,,22,62bea2a6c0d3c6ef1d1578056f4e0bbc64ebf66a,,,,18,18,72,0,0,4,0,4
3/18/2020,PR,5,31,21,,,,,,57,2d5405cfdbd83c8717f23b7ebc2f454316248e7c,,,,36,36,72,0,0,18,0,18
3/19/2020,PR,5,56,29,,,,,,90,aa15323ebfa43315d7dbf51bcabc710f6b5beeeb,,,,61,61,72,0,0,25,0,25
3/20/2020,PR,14,114,52,,,,,,180,045b02a40ddf42ca4604f3d36ace4f27f9fa9dd8,,,,128,128,72,0,0,58,9,67
3/21/2020,PR,21,143,71,,,,,,235,da8e3b5ccde7f2d73b65a882224183f80e407fb8,,,,164,164,72,0,0,29,7,36
3/22/2020,PR,23,183,69,,,,,,275,0687c7ff3672264c3265a35d79b30261de725d94,,,,206,206,72,0,0,40,2,42
3/23/2020,PR,31,189,35,,2,,,,255,f11fb4d67e27feb9ecd7b591d6c96fd2073b15eb,,,,220,220,72,2,0,6,8,14
3/24/2020,PR,39,268,42,,2,,,,349,a4422b62864b4880eb9b5ca60650238cb712aae5,,,,307,307,72,0,0,79,8,87
3/25/2020,PR,51,317,70,,2,,,,438,a29866b5ad6a6ac14b8d352af3b9af315c1f1c63,,,,368,368,72,0,0,49,12,61
3/26/2020,PR,64,377,335,,2,,,,776,f0017006486c2085b91f1f75468f643da3153af8,,,,441,441,72,0,0,60,13,73
3/27/2020,PR,79,519,334,,3,,,,932,aefe7a30d1464bfc9d4213163b6f4e311db5a14b,,,,598,598,72,1,0,142,15,157
3/28/2020,PR,100,739,792,,3,,,,1631,c1f61bf559aeba0b90d63533c15308234532ea16,,,,839,839,72,0,0,220,21,241
3/29/2020,PR,127,841,817,,5,,,,1785,e0fd73e5dd7429d9fdff54eda5df78010bbd83c6,,,,968,968,72,2,0,102,27,129
3/30/2020,PR,174,931,794,,6,,,,1899,fd89d6c3b101b8f486f201f326442d416bfd4a2d,,,,1105,1105,72,1,0,90,47,137
3/31/2020,PR,239,1195,854,,8,,,,2288,78117516d9037f5282375c81906d6c029a53bf68,,,,1434,1434,72,2,0,264,65,329
4/1/2020,PR,286,1409,897,,11,,,,2592,ae0129f382eb5f04d790633ebc4cfb9e7e00f89a,,,,1695,1695,72,3,0,214,47,261
4/2/2020,PR,316,1604,1119,,12,,,,3039,2b9a9af18f7c56e17ab89f48b071e4c9afd668a9,,,,1920,1920,72,1,0,195,30,225
4/3/2020,PR,378,2049,1055,,15,,,,3482,31c1cb53249716895ec3490c18feb99b785a620a,,,,2427,2427,72,3,0,445,62,507
3/7/2020,RI,2,,,,,,,,2,df01975511a3f3cfb1a012db40df627b9227a9ab,,,,2,2,44,,,,,
3/8/2020,RI,3,30,12,,,,,,45,1f2994a89f2153e8cbf70397cf042a16351be821,,,,33,33,44,0,0,30,1,31
3/9/2020,RI,3,53,6,,,,,,62,defc05cea1df807806611dea638c1ff8ee24a726,,,,56,56,44,0,0,23,0,23
3/10/2020,RI,3,53,6,,,,,,62,48ebb442da8e231a9e0addfbc20f9760df7fc686,,,,56,56,44,0,0,0,0,0
3/11/2020,RI,5,58,24,,,,,,87,7d9cd1b97d61d5371a498f749caef0a0561e889b,,,,63,63,44,0,0,5,2,7
3/12/2020,RI,5,94,8,,,,,,107,ddc07b8ec93f55583d98d5fff9c8d922808f6f98,,,,99,99,44,0,0,36,0,36
3/13/2020,RI,14,142,29,,,,,,185,3b21b07952531010abf6628fe837a9f97fd33797,,,,156,156,44,0,0,48,9,57
3/14/2020,RI,20,198,57,,,,,,275,398dbebda7a13f625f8978b5e493f80fa0c06bc4,,,,218,218,44,0,0,56,6,62
3/15/2020,RI,20,198,57,,,,,,275,6717a57af04d40e5accee96d13fdf798763c84a7,,,,218,218,44,0,0,0,0,0
3/16/2020,RI,21,308,149,,,,,,478,e0244de4eb603b25d36700707a95bdb8289a5928,,,,329,329,44,0,0,110,1,111
3/17/2020,RI,21,308,149,,,,,,478,dbec566f3551ab20f9f264e17776a0bf98a6fa92,,,,329,329,44,0,0,0,0,0
3/18/2020,RI,33,540,334,,,,,,907,d30ec58cfb6debb199f0a3dab56dea6d8b658293,,,,573,573,44,0,0,232,12,244
3/19/2020,RI,33,540,334,,,,,,907,8738444ef63fc193fdf0653567cc271895346a39,,,,573,573,44,0,0,0,0,0
3/20/2020,RI,54,654,140,,,,,,848,c4058c6d563fd89cae96ec2556365a032b67e1b0,,,,708,708,44,0,0,114,21,135
3/21/2020,RI,66,862,290,,,,,,1218,00d75088744e90ea4359ef44da37b2c1048d4897,,,,928,928,44,0,0,208,12,220
3/22/2020,RI,83,932,216,,,,,,1231,336ba62e784bf62845374085980f220843d7ec7a,,,,1015,1015,44,0,0,70,17,87
3/23/2020,RI,106,932,216,,,,,,1254,09e8adb16f2e4c7b3b6358125df41faf1077f1ee,,,,1038,1038,44,0,0,0,23,23
3/24/2020,RI,106,1120,77,,,,,,1303,ad48e36a041ed872084786bb3ab82a7dd19ef455,,,,1226,1226,44,0,0,188,0,188
3/25/2020,RI,124,1143,196,16,,,,,1463,93a324631369ebe04fc4e8023ec4be560dc61c8e,16,,,1267,1267,44,0,16,23,18,41
3/26/2020,RI,165,1339,181,23,,9,6,,1685,9d7cee089d5fa0072f878937365b6bd9edcce159,23,6,9,1504,1504,44,0,7,196,41,237
3/27/2020,RI,165,1366,138,23,,9,6,,1669,3aa8781ddb1a283fea34688735c02184efabee03,23,6,9,1531,1531,44,0,0,27,0,27
3/28/2020,RI,203,2306,138,28,,9,6,,2647,0bed0a7e68897a419c999e031bb047fe8344d76f,28,6,9,2509,2509,44,0,5,940,38,978
3/29/2020,RI,294,2541,,35,3,9,6,,2835,c2ea9ba40403442374f7cb8372bdda06ad8d6297,35,6,9,2835,2835,44,3,7,235,91,326
3/30/2020,RI,408,3187,,41,4,9,6,,3595,0b793432db85ade06b16b6eff37fd1791b7c17e3,41,6,9,3595,3595,44,1,6,646,114,760
3/31/2020,RI,488,3476,,59,8,9,6,35,3964,2fd78f73348d718301c48a71cd60267dac78171d,59,6,9,3964,3964,44,4,18,289,80,369
4/1/2020,RI,566,3831,,60,10,14,6,35,4397,4a3df6b45504443ee54b0f0fa2910b3a13ffea72,60,6,14,4397,4397,44,2,1,355,78,433
4/2/2020,RI,657,4412,,,12,,6,35,5069,7e7e0cb0eedf94e8de8cc04fbfcbb89fb9b01d54,72,6,14,5069,5069,44,2,0,581,91,672
4/3/2020,RI,711,4412,,72,14,14,6,35,5123,724f26efb1056eab080d70de6d4ca0dfc034af1c,72,6,14,5123,5123,44,2,72,0,54,54
3/4/2020,SC,0,5,0,,,,,,5,012fa30a9958580f589eb7d1de5e5a81c327b1a5,,,,5,5,45,,,,,
3/5/2020,SC,0,5,0,,,,,,5,4ebec78070f45d9a5e6257d3ec1b1c20b6618cb1,,,,5,5,45,0,0,0,0,0
3/6/2020,SC,0,5,0,,,,,,5,9fa8b0c526fc589b40d7b5af245bc0988d3b9c56,,,,5,5,45,0,0,0,0,0
3/7/2020,SC,2,8,,,,,,,10,8544336c14b8c734fc20a32a015006d676c30244,,,,10,10,45,0,0,3,2,5
3/8/2020,SC,2,8,,,,,,,10,db7aefd437c9ae1600b9c0b62d4f9344d3a99dc7,,,,10,10,45,0,0,0,0,0
3/9/2020,SC,7,24,,,,,,,31,230947ecf1cd935a64d923210a6ffb285ea513bd,,,,31,31,45,0,0,16,5,21
3/10/2020,SC,7,24,,,,,,,31,dd5f3a1e885292f8e8c6d3160128a1c49b84da8c,,,,31,31,45,0,0,0,0,0
3/11/2020,SC,9,32,,,,,,,41,9f0ba59beda560436e4c7086a310d705a164a73f,,,,41,41,45,0,0,8,2,10
3/12/2020,SC,10,48,,,,,,,58,691f174c432862e793e830327356b4d500cea11b,,,,58,58,45,0,0,16,1,17
3/13/2020,SC,12,75,,,,,,,87,89ac68f7349872023eb4ba7e8d49e17e3221b4cc,,,,87,87,45,0,0,27,2,29
3/14/2020,SC,13,110,,,,,,,123,f59023a910249b3d8b3511ae10d8f11517a1c519,,,,123,123,45,0,0,35,1,36
3/15/2020,SC,19,154,,,,,,,173,75ba73b3bb3053eb03805d2812d5c2e4395f1b6f,,,,173,173,45,0,0,44,6,50
3/16/2020,SC,28,235,,,1,,,,263,825f415faf293db6c2a614650fd3d37c694e56e8,,,,263,263,45,1,0,81,9,90
3/17/2020,SC,33,311,,,1,,,,344,b5f1adfc0baaf72f68c6ac1ac0ed09497346cca7,,,,344,344,45,0,0,76,5,81
3/18/2020,SC,60,583,,,1,,,,643,1b0a7b83efeb9ea6127ac5e0dbd268700c8b7ffd,,,,643,643,45,0,0,272,27,299
3/19/2020,SC,60,583,,,1,,,,643,c77461930fa9d479778eb04f8d31984d2a83951e,,,,643,643,45,0,0,0,0,0
3/20/2020,SC,81,833,,,1,,,,914,2b41a9dadec8fa07045ea3a0d9c92834ba77094f,,,,914,914,45,0,0,250,21,271
3/21/2020,SC,152,1255,,,1,,,,1407,4e3f5cbdfb98432f0e6cc8c36ace53a52b5fd93a,,,,1407,1407,45,0,0,422,71,493
3/22/2020,SC,195,1466,,,3,,,,1661,f3e5741d5023be2ca84d4a5214e6358c0c04ceeb,,,,1661,1661,45,2,0,211,43,254
3/23/2020,SC,299,1466,,,5,,,,1765,33a15e3a79d4ed06c2d35f85b493ce03724ecf6d,,,,1765,1765,45,2,0,0,104,104
3/24/2020,SC,298,2012,,,5,,,,2310,3ee6b47e4fe208a1a7422880f344f3f32f67679b,,,,2310,2310,45,0,0,546,-1,545
3/25/2020,SC,424,2303,,102,7,,,,2727,eee95db6f47c1427fd6e5482cf0deeced90a8f05,,,,2727,2727,45,2,102,291,126,417
3/26/2020,SC,456,2307,,109,9,,,,2763,4c55b055bf2708a25455b71cdb3d6115453ed71c,,,,2763,2763,45,2,7,4,32,36
3/27/2020,SC,456,2307,,109,9,,,,2763,eba42fa8d4d9d65fdf8d2aefb0cc7cf13e75ee31,,,,2763,2763,45,0,0,0,0,0
3/28/2020,SC,539,2408,,129,13,,,,2947,4328bb39fcb99f8666b72daf09cc3812ab1727cf,,,,2947,2947,45,4,20,101,83,184
3/29/2020,SC,774,3015,,129,16,,,,3789,6e080ec1f424aec417c9000a8c610501e2870c5a,,,,3789,3789,45,3,0,607,235,842
3/30/2020,SC,925,4160,,129,18,,,,5085,ceb9937dd126bead37bfbbd92bde9286cf955c64,,,,5085,5085,45,2,0,1145,151,1296
3/31/2020,SC,1083,4616,,259,22,,,,5699,34a657bc2def360f99f18a1a872eae0f3b37583b,,,,5699,5699,45,4,130,456,158,614
4/1/2020,SC,1293,5033,,349,26,,,,6326,a321818d113ea1e8063433667ca10f117f264d11,,,,6326,6326,45,4,90,417,210,627
4/2/2020,SC,1554,5441,,896,31,,,,6995,0226337007d3996a9de9db3c450c9eae6f65f47d,,,,6995,6995,45,5,547,408,261,669
4/3/2020,SC,1554,5441,,241,31,,,,6995,83a9526f05767b32166dffbd1c0668fe1e12c1b5,,,,6995,6995,45,0,-655,0,0,0
3/7/2020,SD,0,5,0,,,,,,5,f9c85d0328866ae577e24ba09e3c4be8f679563c,,,,5,5,46,,,,,
3/8/2020,SD,0,5,0,,,,,,5,a54f67d9f8d3c7647c20085e8d59e40c6290250b,,,,5,5,46,0,0,0,0,0
3/9/2020,SD,0,5,0,,,,,,5,207d9a28c6c82c49caa4472678725e844f8a1836,,,,5,5,46,0,0,0,0,0
3/10/2020,SD,0,11,0,,,,,,11,f2608368ec96bfd0baf5e23ac0640cb2cb6fba1c,,,,11,11,46,0,0,6,0,6
3/11/2020,SD,5,13,2,,,,,,20,e7ff0dfa7e6bd84d5f7633f98e650bd9fef932b6,,,,18,18,46,0,0,2,5,7
3/12/2020,SD,8,27,11,,,,,,46,47b6b8df0ade463177dd058de543bf80295b9b74,,,,35,35,46,0,0,14,3,17
3/13/2020,SD,9,73,11,,,,,,93,9a7c944cb0774212146d5eecb0aa11b12de52eb6,,,,82,82,46,0,0,46,1,47
3/14/2020,SD,9,182,3,,,,,,194,df4f632f3d3f47fd86232363e123ffd6096af646,,,,191,191,46,0,0,109,0,109
3/15/2020,SD,9,327,6,,,,,,342,fa88e329d335599e26ea9fd7b6eea1fb83b0c06a,,,,336,336,46,0,0,145,0,145
3/16/2020,SD,10,494,0,,,,,,504,b2a38c6ba820cb1329f93d990e27a8100d7b2fb5,,,,504,504,46,0,0,167,1,168
3/17/2020,SD,11,551,35,,,,,,597,4f349aafd2814d07c34bcd70c3df3e11ebdce938,,,,562,562,46,0,0,57,1,58
3/18/2020,SD,11,551,350,,1,,,,912,517b7759b69709dc0bbfc3a4795c6257a3d8695a,,,,562,562,46,1,0,0,0,0
3/19/2020,SD,11,551,385,,1,,,,947,528b99ca6d1a66773889f83a40c35991c7e8c8f7,,,,562,562,46,0,0,0,0,0
3/20/2020,SD,14,663,270,,1,,,,947,0ff86be98a82aa41e2d3c093dcb848a516d082ed,,,,677,677,46,0,0,112,3,115
3/21/2020,SD,14,691,268,,1,,,,973,faf893694ef24b3ff6f7e4f3332d1cf892dc1326,,,,705,705,46,0,0,28,0,28
3/22/2020,SD,21,740,277,,1,,,,1038,941d3d4dd057bb31c2e6d38e1b899825feffd220,,,,761,761,46,0,0,49,7,56
3/23/2020,SD,28,762,265,,1,,,,1055,042646860048b05f38e0717c8322ccb5dcf0a33e,,,,790,790,46,0,0,22,7,29
3/24/2020,SD,30,790,268,,1,,,,1088,f1b660e61e0b8a627c426d7b62a346a72b2e7797,,,,820,820,46,0,0,28,2,30
3/25/2020,SD,41,819,268,,1,,,,1128,26eb16cec32ca8e58e78f3faa6b2bf73b60aeecc,,,,860,860,46,0,0,29,11,40
3/26/2020,SD,46,1973,125,,1,,,16,2144,279cd2d4767245d1841274ed2d19a0a4f5c9b673,,,,2019,2019,46,0,0,1154,5,1159
3/27/2020,SD,58,2387,20,,1,,,21,2465,5d1fd96fd9c93ab88a3ac21f0a7fb8314ab018ef,,,,2445,2445,46,0,0,414,12,426
3/28/2020,SD,68,2592,0,,1,,,26,2660,f6d58782a216be383150078737dd5aa359ef916d,,,,2660,2660,46,0,0,205,10,215
3/29/2020,SD,90,3127,1,,1,,,29,3218,c81ef2d008bae4c0458db5684079af5ccdbe5abe,,,,3217,3217,46,0,0,535,22,557
3/30/2020,SD,101,3478,0,,1,,,34,3579,0bb03d9210c26f22f5301e7d3d05499e38494ffb,,,,3579,3579,46,0,0,351,11,362
3/31/2020,SD,108,3609,0,12,1,,,44,3717,1dfa391214d591fb4af733f72b7006016c4f3309,,,,3717,3717,46,0,12,131,7,138
4/1/2020,SD,129,3903,0,12,2,,,51,4032,321e6948f2b0f05bf9e515252aed1d4ec4873a57,,,,4032,4032,46,1,0,294,21,315
4/2/2020,SD,165,4217,0,17,2,,,57,4382,4503bb5ad5f51410838cf0a227b9d7ebeb19f745,,,,4382,4382,46,0,5,314,36,350
4/3/2020,SD,187,4593,3,17,2,,,69,4783,aa416c771bd2c9e919678126e5564dbe952c2e46,,,,4780,4780,46,0,0,376,22,398
3/5/2020,TN,1,,,,,,,,1,d6b98cde0f741d1de22a669e2bcbdd2455e12b8a,,,,1,1,47,,,,,
