dateChecked,state,positive,negative,pending,hospitalizedCumulative,death,inIcuCumulative,onVentilatorCumulative,recovered,total,hash,hospitalizedCurrently,onVentilatorCurrently,inIcuCurrently,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
3/6/2020,TN,1,,,,,,,,1,c08f2fdfc2a48fde032229c9b4181788db59f9f3,,,,1,1,47,0,0,0,0,0
3/7/2020,TN,1,,,,,,,,1,1052cb0a616ff027ac81ae4e021811dfcde09418,,,,1,1,47,0,0,0,0,0
3/8/2020,TN,3,,,,,,,,3,55ca27b24b97bbb5f61d3c7d3db93ad7f41f6240,,,,3,3,47,0,0,0,2,2
3/9/2020,TN,3,,,,,,,,3,2ca1b9768f605daaa7c62ae41b8b6f94c63d1a80,,,,3,3,47,0,0,0,0,0
3/10/2020,TN,7,,,,,,,,7,51d7454f0a63341e7d33e9bc17ec4203c1d7b5eb,,,,7,7,47,0,0,0,4,4
3/11/2020,TN,7,50,,,,,,,57,0531f9d13df3db8ea79200191ddd853777674c53,,,,57,57,47,0,0,50,0,50
3/12/2020,TN,18,79,,,,,,,97,6e03cc4e5261258b7a5b8901327389775888ec5f,,,,97,97,47,0,0,29,11,40
3/13/2020,TN,26,116,,,,,,,142,5dd412ea26ef8d20d55a6410d59726087883cd99,,,,142,142,47,0,0,37,8,45
3/14/2020,TN,32,130,,,,,,,162,6becf2091344bee8d3a7f0a0a437ccf76ed9dd53,,,,162,162,47,0,0,14,6,20
3/15/2020,TN,39,157,,,,,,,196,0d4cfb67c9ea0c68b1210ef9b0a90d12b748672f,,,,196,196,47,0,0,27,7,34
3/16/2020,TN,52,270,,,,,,,322,9feabfdc22803b2d1bc85122f421cfcaa6b45cb7,,,,322,322,47,0,0,113,13,126
3/17/2020,TN,73,330,,,,,,,403,87b5c6f12a10d9e22646015aa7f6ff734f74a432,,,,403,403,47,0,0,60,21,81
3/18/2020,TN,98,349,,,,,,,447,ef95fc12bc281034aad01fc4c18c9518ad68fc18,,,,447,447,47,0,0,19,25,44
3/19/2020,TN,154,349,,,,,,,503,c2e339b7624135eb23a1174d4bd161349012b165,,,,503,503,47,0,0,0,56,56
3/20/2020,TN,228,563,,,,,,,791,c30ab203ca516277f9337100529cc875d2cae47a,,,,791,791,47,0,0,214,74,288
3/21/2020,TN,371,3272,,,,,,,3643,9944d4fad172ece09a78536be10dcc0a6baac09c,,,,3643,3643,47,0,0,2709,143,2852
3/22/2020,TN,505,3272,,,,,,,3777,fd0f694ad2179b8cf66684537a9072b0649eed59,,,,3777,3777,47,0,0,0,134,134
3/23/2020,TN,615,3272,,,2,,,,3887,2c5ac2c1a6353ca8ed3b942a6580e298e333a7ff,,,,3887,3887,47,2,0,0,110,110
3/24/2020,TN,667,10517,,,2,,,,11184,4c9bb8e4a36f22b926ee84af65928e341d4fef89,,,,11184,11184,47,0,0,7245,52,7297
3/25/2020,TN,784,11012,,53,3,,,,11796,99bf1065223280d5519a05c0f2363f77244d41a9,,,,11796,11796,47,1,53,495,117,612
3/26/2020,TN,957,13952,,76,3,,,,14909,d3ce5ed8216ba2c78107cb4d4ec9da1dd0b0f77f,,,,14909,14909,47,0,23,2940,173,3113
3/27/2020,TN,1203,14888,,103,6,,,,16091,c3a5af8cf2531b13791648be5b30584a9e811787,,,,16091,16091,47,3,27,936,246,1182
3/28/2020,TN,1373,16965,,118,6,,,,18338,645205ffe209d5acbff94f4dd98d7d981e97a644,,,,18338,18338,47,0,15,2077,170,2247
3/29/2020,TN,1537,19037,,133,7,,,,20574,13f3a406e572a8d2c810f9154c0c08a615f21fb1,,,,20574,20574,47,1,15,2072,164,2236
3/30/2020,TN,1834,21470,,148,13,,,,23304,ec22bf9d70375a31624ca8e4f9483a01aac06b52,,,,23304,23304,47,6,15,2433,297,2730
3/31/2020,TN,2239,25121,,175,23,,,121,27360,8b236550ae5ec5e539ddcd63854658d0193987d2,,,,27360,27360,47,10,27,3651,405,4056
4/1/2020,TN,2683,29769,,200,24,,,137,32452,9e9bb3593287cbf3b938263422d21dba45a771e1,,,,32452,32452,47,1,25,4648,444,5092
4/2/2020,TN,2845,31766,,263,32,,,220,34611,59629453e17df16d80dffa1ce35c5dcb1e94c5a2,,,,34611,34611,47,8,63,1997,162,2159
4/3/2020,TN,3067,34772,,293,37,,,248,37839,019351b10edda80786a653adea2799cab1992e8a,,,,37839,37839,47,5,30,3006,222,3228
3/4/2020,TX,1,,,,,,,,1,d29839e81cae6ba53df2d1a1d7bfeddfd4fc8509,,,,1,1,48,,,,,
3/5/2020,TX,1,,,,,,,,1,d7dc50f88fb103b81e0745b9f7824ed7ee6c1738,,,,1,1,48,0,0,0,0,0
3/6/2020,TX,5,,,,,,,,5,cd363e289639a9dfe6b4575b0f64f46900a7901b,,,,5,5,48,0,0,0,4,4
3/7/2020,TX,8,,,,,,,,8,9442e419a19fb5a72a0c4f5541eb6988e51a4011,,,,8,8,48,0,0,0,3,3
3/8/2020,TX,8,,,,,,,,8,be48d5d3143d163568736568b389b7bcae8fe816,,,,8,8,48,0,0,0,0,0
3/9/2020,TX,12,,,,,,,,12,c3bedfa0a6b278f333e5bdb9fde59e674715bfb1,,,,12,12,48,0,0,0,4,4
3/10/2020,TX,13,,,,,,,,13,eea92c2654f734808ae61461bd187a8ae737ede5,,,,13,13,48,0,0,0,1,1
3/11/2020,TX,21,,,,,,,,21,091b385894d0ae05bb6ea5bb6a7272ba6340a7c9,,,,21,21,48,0,0,0,8,8
3/12/2020,TX,23,,,,,,,,23,35761868039ccd3294dc3e7e548781c129b39185,,,,23,23,48,0,0,0,2,2
3/13/2020,TX,39,,,,,,,,39,3964195c15cc0e37c244f112bcbae5789a5c6489,,,,39,39,48,0,0,0,16,16
3/14/2020,TX,51,,,,,,,,51,8a47a6e610ae58718993de453b89aa3908c67fbd,,,,51,51,48,0,0,0,12,12
3/15/2020,TX,56,,,,,,,,56,5703287c6d3b6d2f1e4e3de43cc125edafaa598a,,,,56,56,48,0,0,0,5,5
3/16/2020,TX,57,,,,,,,,57,1f4d7ef872f54f1f40fe0560f536c9baa94b1637,,,,57,57,48,0,0,0,1,1
3/17/2020,TX,64,1204,,,1,,,,1268,70f6533b6999b27f73a6c5b316d3d22b8ef5519b,,,,1268,1268,48,1,0,1204,7,1211
3/18/2020,TX,83,1824,,,2,,,,1907,2467c07184fc5405454f97f8f267669095674a74,,,,1907,1907,48,1,0,620,19,639
3/19/2020,TX,143,2212,,,3,,,,2355,cde417be86facde0b4cc168d73b067ee838a6131,,,,2355,2355,48,1,0,388,60,448
3/20/2020,TX,194,5083,,,5,,,,5277,41c1f53ffba2657e7fbd2eee03f09bebab402ec5,,,,5277,5277,48,2,0,2871,51,2922
3/21/2020,TX,304,6218,,,5,,,,6522,54267227a81424058326d8ead3199e15f96b8d75,,,,6522,6522,48,0,0,1135,110,1245
3/22/2020,TX,334,8422,,,5,,,,8756,b4cdb42d93deee8dd849c6c76a750d6cf2bcc16d,,,,8756,8756,48,0,0,2204,30,2234
3/23/2020,TX,352,9703,,,8,,,,10055,b8898c676a614ee7ce5cba28465922cb7b1b025e,,,,10055,10055,48,3,0,1281,18,1299
3/24/2020,TX,410,10757,,,9,,,,11167,f004eb8a9503c7e97a5fc6cd7c6d33278d7a4305,,,,11167,11167,48,1,0,1054,58,1112
3/25/2020,TX,974,12520,,,12,,,,13494,94d22076ee33e8232bf343c6e7cb48853cad8083,,,,13494,13494,48,3,0,1763,564,2327
3/26/2020,TX,1396,20028,,,18,,,,21424,fa643c14dbc1c896f7d243f22f25aa05e563d6af,,,,21424,21424,48,6,0,7508,422,7930
3/27/2020,TX,1731,21935,,,23,,,,23666,8409fedc70d96ce072fcd2c62d1101488f155d94,,,,23666,23666,48,5,0,1907,335,2242
3/28/2020,TX,2052,23208,,,27,,,,25260,9d601857ab7b38aa375d52c046e21db2fe147e92,,,,25260,25260,48,4,0,1273,321,1594
3/29/2020,TX,2552,23208,,,34,,,,25760,a9b7fb107b90949f6bd5ab29b957e2cf6e46f9c5,,,,25760,25760,48,7,0,0,500,500
3/30/2020,TX,2877,33003,,,34,,,38,35880,97f0dea6f50c349bb0a5bb31afde8cf9ad5ffcf8,,,,35880,35880,48,0,0,9795,325,10120
3/31/2020,TX,3266,39726,,196,41,,,38,42992,49880c7d533574ad29d17299ae133096cba20a3c,,,,42992,42992,48,7,196,6723,389,7112
4/1/2020,TX,3997,43860,,196,58,,,38,47857,d7eee4ced63cacacb4fa81132e1bc4fa3884f105,,,,47857,47857,48,17,0,4134,731,4865
4/2/2020,TX,4669,46010,,196,70,,,38,50679,7d8ea7ba1c7a7c798cfb9c6c3862a58278c06e3b,,,,50679,50679,48,12,0,2150,672,2822
4/3/2020,TX,5330,50434,,196,90,,,38,55764,18a3dcd9d77854accccca1eb809c495d24501fbf,,,,55764,55764,48,20,0,4424,661,5085
3/7/2020,UT,1,,,,,,,,1,a85957691ce29b13c25a9fa29751a40218bf593d,,,,1,1,49,,,,,
3/8/2020,UT,1,,,,,,,,1,3687612a6d76e15f8a889cdb629d2dda034d897b,,,,1,1,49,0,0,0,0,0
3/9/2020,UT,1,,,,,,,,1,fa208666968a4489a5cde79e40c08bdddece1361,,,,1,1,49,0,0,0,0,0
3/10/2020,UT,2,,,,,,,,2,466b66d0cbac6da0ff5069cee893a6e5774b3809,,,,2,2,49,0,0,0,1,1
3/11/2020,UT,2,,,,,,,,2,76c94894d50c365d4846731e5cecb0f05021007f,,,,2,2,49,0,0,0,0,0
3/12/2020,UT,4,131,,,,,,,135,f2f3cbbd89fcfd9045a7ece563a5d84bc969009a,,,,135,135,49,0,0,131,2,133
3/13/2020,UT,6,131,,,,,,,137,610050cffa209508ec65a9bf756ef16d617d69c5,,,,137,137,49,0,0,0,2,2
3/14/2020,UT,6,131,,,,,,,137,577b43eb324c0ae69322cc15f477ca37d5daf36b,,,,137,137,49,0,0,0,0,0
3/15/2020,UT,28,131,,,0,,,,159,557e214eba87dfaba62c598c539e3a281022e741,,,,159,159,49,0,0,0,22,22
3/16/2020,UT,39,131,,,0,,,,170,3cf1e0acd5d5d07d3c45fa784a7e6f11796c467b,,,,170,170,49,0,0,0,11,11
3/17/2020,UT,51,131,,,0,,,,182,a54698d3d8c9e6d9e9d82f50535716a7107b8ab7,,,,182,182,49,0,0,0,12,12
3/18/2020,UT,63,131,,,0,,,,194,9966240ca7479f6c30465b22f5b5250bc4e46f44,,,,194,194,49,0,0,0,12,12
3/19/2020,UT,78,1448,,,0,,,,1526,14c2a5b7bb32c8085b1e5f993e554fd89e37af52,,,,1526,1526,49,0,0,1317,15,1332
3/20/2020,UT,112,2035,,,0,,,,2147,df33dd66d88c6b1eddc25ca3aa7321769032d783,,,,2147,2147,49,0,0,587,34,621
3/21/2020,UT,136,2424,,,0,,,,2560,1612a05ae5f2350863da87addf0e11159a1c4d0c,,,,2560,2560,49,0,0,389,24,413
3/22/2020,UT,181,3508,,,1,,,,3689,3de2bbed886da550ffa13c9dc65e5535094d41bc,,,,3689,3689,49,1,0,1084,45,1129
3/23/2020,UT,257,4790,,,1,,,,5047,1c0d56f6022578f0b588db0251a1c880d278c1c8,,,,5047,5047,49,0,0,1282,76,1358
3/24/2020,UT,299,5524,,,1,,,,5823,ded18a05ae98e3a2dd796af47b0463703d38fd1e,,,,5823,5823,49,0,0,734,42,776
3/25/2020,UT,346,6491,,,1,,,,6837,0edf4fe386389c4acf4c834fa913fa86ba48669b,,,,6837,6837,49,0,0,967,47,1014
3/26/2020,UT,402,7308,,,1,,,,7710,dd83cffb270720784e9e520a6513c7c8f1ec68c5,,,,7710,7710,49,0,0,817,56,873
3/27/2020,UT,480,8764,,,2,,,,9244,59049455f72c15c38a8ad386ca6a601e271b4a6d,,,,9244,9244,49,1,0,1456,78,1534
3/28/2020,UT,602,10710,,,2,,,,11312,eff17f1a0f1557568ff842519c39e1fbc56c66ae,,,,11312,11312,49,0,0,1946,122,2068
3/29/2020,UT,719,13274,,,2,,,,13993,c9720da2b069f73256af2086f464a94afc3ade35,,,,13993,13993,49,0,0,2564,117,2681
3/30/2020,UT,806,15197,,,4,,,,16003,9c05aaa04b932a442629dc78d9f4015fc3648184,,,,16003,16003,49,2,0,1923,87,2010
3/31/2020,UT,887,17626,,73,5,,,,18513,df48bc20a6b94395ef809b6483a81ac976f07c72,,,,18513,18513,49,1,73,2429,81,2510
4/1/2020,UT,1012,20155,,91,7,,,,21167,3060e79ad1d88a94c41b61754e101f096b677716,,,,21167,21167,49,2,18,2529,125,2654
4/2/2020,UT,1074,19991,,100,7,,,,21065,c52cf5f5cbc216f45b25fcef2adf90f644c2b052,,,,21065,21065,49,0,9,-164,62,-102
4/3/2020,UT,1246,23002,,106,7,,,,24248,be88433eea3c0ab307191b78f63c45fe05615642,,,,24248,24248,49,0,6,3011,172,3183
3/5/2020,VA,0,18,3,,,,,,21,c34566b6ec1573923e494c44f1c6b744fed9b3ad,,,,18,18,51,,,,,
3/6/2020,VA,0,21,10,,,,,,31,d226abb632c34f9036421499b7f6c7bc248bb483,,,,21,21,51,0,0,3,0,3
3/7/2020,VA,0,31,7,,,,,,38,6e84c7d2e592ebc2a18731e74f79dbd87b2a9867,,,,31,31,51,0,0,10,0,10
3/8/2020,VA,2,36,6,,,,,,44,3e12d0328ad20d41eb4f57a4fd4143d65e263a97,,,,38,38,51,0,0,5,2,7
3/9/2020,VA,3,38,9,,,,,,50,de39b29dd1a1a173788fc7a0f22b44ccb7899f1c,,,,41,41,51,0,0,2,1,3
3/10/2020,VA,8,53,,,,,,,61,50c5f90ad518306f2aa6cfa2d4aa8f9c6b89f6eb,,,,61,61,51,0,0,15,5,20
3/11/2020,VA,9,60,,,,,,,69,a815f0d7942b6f1baa509e533e21d81829a3028d,,,,69,69,51,0,0,7,1,8
3/12/2020,VA,17,117,,,,,,,134,4d7e98639658d0746cb09b19b3fe2285f875af3b,,,,134,134,51,0,0,57,8,65
3/13/2020,VA,30,117,,,,,,,147,d2ecd673874966076229036999033a3993ffed2b,,,,147,147,51,0,0,0,13,13
3/14/2020,VA,30,117,,,,,,,147,33f505467e5a143bd0ecda4d5622091a48ad3d2e,,,,147,147,51,0,0,0,0,0
3/15/2020,VA,45,363,,,1,,,,408,8cb2bceeeb5e766ece4e5e0141e5c46174a1c784,,,,408,408,51,1,0,246,15,261
3/16/2020,VA,51,438,,,1,,,,489,097556061009dcaa83f48a5fbc6b952b751300fe,,,,489,489,51,0,0,75,6,81
3/17/2020,VA,67,961,,,1,,,,1028,fc691ef55223c03d5038f969b84154d360731887,,,,1028,1028,51,0,0,523,16,539
3/18/2020,VA,77,1201,,,1,,,,1278,ce7119e82540f46da33ce3ad8566b387de75c4c2,,,,1278,1278,51,0,0,240,10,250
3/19/2020,VA,94,1829,,,2,,,,1923,db038d6305387b5dff8657cfd63a0637f4ebeae4,,,,1923,1923,51,1,0,628,17,645
3/20/2020,VA,114,2211,,,2,,,,2325,998c78195dd294b9150ccec8e02a47681cc444d2,,,,2325,2325,51,0,0,382,20,402
3/21/2020,VA,152,2638,,25,2,,,,2790,d3642dd2689ddb450f271a5e4940f134feb53a28,,,,2790,2790,51,0,25,427,38,465
3/22/2020,VA,219,3118,,32,3,,,,3337,47ee4fa81f1a7aa2fadcb7ad212b0f2a82b88b1f,,,,3337,3337,51,1,7,480,67,547
3/23/2020,VA,254,3443,,38,6,,,,3697,f04ccf03a897d757c0d98d7b10c12edb59dbbc33,,,,3697,3697,51,3,6,325,35,360
3/24/2020,VA,290,4180,,45,7,,,,4470,c50739256e2bff651beb24c7d3bf783301d228bd,,,,4470,4470,51,1,7,737,36,773
3/25/2020,VA,391,4979,,59,9,,,,5370,f6276b380e5e6e9a92435116b52b41ae24db94df,,,,5370,5370,51,2,14,799,101,900
3/26/2020,VA,460,5729,,65,13,,,,6189,60d151765c90a17f38487d1089ef283796e1c122,,,,6189,6189,51,4,6,750,69,819
3/27/2020,VA,604,6733,,83,14,,,,7337,376dd9385db92b70861adb4e990699e2ae38ea4f,,,,7337,7337,51,1,18,1004,144,1148
3/28/2020,VA,739,8427,,99,17,,,,9166,4a9486b875debc40351684839a6e07900f0fd3ca,,,,9166,9166,51,3,16,1694,135,1829
3/29/2020,VA,890,9719,,112,22,,,,10609,c69c5d634a01118e8c0e248abc63805871431f51,,,,10609,10609,51,5,13,1292,151,1443
3/30/2020,VA,1020,11018,,136,25,,,,12038,1b814b67e1fc83c5f9fdc2e3ca2dc1e7d1fa66d7,,,,12038,12038,51,3,24,1299,130,1429
3/31/2020,VA,1250,12151,,165,27,,,,13401,94c6ced5cbd2d7474ef25844e4f1c69d185328b8,,,,13401,13401,51,2,29,1133,230,1363
4/1/2020,VA,1484,13860,,305,34,145,108,,15344,3978f9b311c4141c1b8cab5ace841ef8bff698d3,,,,15344,15344,51,7,140,1709,234,1943
4/2/2020,VA,1706,15883,,305,41,145,108,,17589,9796a8ec0aabb4d2cffe52ed46445fae43bd50c6,246,,,17589,17589,51,7,0,2023,222,2245
4/3/2020,VA,2012,16993,,312,46,145,108,,19005,cb349d06a8404e8ea589d4d05f5ae53dfdbd1692,,,,19005,19005,51,5,7,1110,306,1416
3/16/2020,VI,1,,,,,,,,1,5af3baba47f6d5e3e1b4090940bb299a160a1c9f,,,,1,1,78,,,,,
3/17/2020,VI,2,,,,,,,,2,e1264b6e170d5381e6ba419101f02c93331ff4f3,,,,2,2,78,0,0,0,1,1
3/18/2020,VI,2,,,,0,,,,2,536be919042938c8de484134acc1703fb4e292d6,,,,2,2,78,0,0,0,0,0
3/19/2020,VI,3,,,,0,,,,3,394f20993c6574901cdfe09c09db007be03bd63f,,,,3,3,78,0,0,0,1,1
3/20/2020,VI,3,,,,0,,,,3,cbe3e26ef7cf1304fe0ac3303da8dadb50416c38,,,,3,3,78,0,0,0,0,0
3/21/2020,VI,6,,,,0,,,,6,4b386f8f5918cff4e0ce5af84ed83a6ed2f76b82,,,,6,6,78,0,0,0,3,3
3/22/2020,VI,6,,,,0,,,,6,7db5ee09d85325a1d55c2b4e2f931cabc46bc4a0,,,,6,6,78,0,0,0,0,0
3/23/2020,VI,17,,,,0,,,,17,be5239897627f12aa169a01e3af7a96e28078d4a,,,,17,17,78,0,0,0,11,11
3/24/2020,VI,17,,,,0,,,,17,35ddf8fee63a0be7c0a22c080f5a10386b85cc9c,,,,17,17,78,0,0,0,0,0
3/25/2020,VI,17,55,2,,0,,,,74,a4875c74f0d88f851187106cd0a2c99766569c2d,,,,72,72,78,0,0,55,0,55
3/26/2020,VI,17,55,2,,0,,,,74,0b6ff1f5ca40d1b5f45a6c082027ae81b69ccd8c,,,,72,72,78,0,0,0,0,0
3/27/2020,VI,19,55,2,,0,,,,76,9d4a9356e2a46f3d6adfaa8df2adb5ac097e4973,,,,74,74,78,0,0,0,2,2
3/28/2020,VI,22,106,55,,0,,,,183,a72d22e25c64a506247e64802e4b379c6ad85da3,,,,128,128,78,0,0,51,3,54
3/29/2020,VI,23,123,37,,,,,,183,fc797a1ff071a1407658e2f2635370e51d0b804d,,,,146,146,78,0,0,17,1,18
3/30/2020,VI,30,126,24,,,,,,180,b32a1c0cf911b225e766bdbf0fd0890dc047acdc,,,,156,156,78,0,0,3,7,10
3/31/2020,VI,30,126,24,,,,,21,180,aa85d4eb0661c567f1f2843ad6583c65fa67411e,,,,156,156,78,0,0,0,0,0
4/1/2020,VI,30,126,24,,,,,21,180,a7b58dc10565c19782a05701feaed42d38a8fb8e,,,,156,156,78,0,0,0,0,0
4/2/2020,VI,33,149,42,,,,,25,224,0361adbd93f9cc390d8b9459a98f69fdd89577c7,,,,182,182,78,0,0,23,3,26
4/3/2020,VI,38,154,56,,,,,29,248,17ad51e2c11f205d7826f212c444c6191de61144,,,,192,192,78,0,0,5,5,10
3/6/2020,VT,0,8,,,,,,,8,a4dec17604c465729da7a9dfe9e9ec4426c32672,,,,8,8,50,,,,,
3/7/2020,VT,0,16,,,,,,,16,ff9af8b98a1d797de0df45f07ebcd9cd6f10d588,,,,16,16,50,0,0,8,0,8
3/8/2020,VT,1,28,,,,,,,29,2393fda9fc64b4825ff4d3456139404c6fdeffaa,,,,29,29,50,0,0,12,1,13
3/9/2020,VT,1,34,,,,,,,35,26c656cc1971e9a2bde7f9614ffe7ef51900c432,,,,35,35,50,0,0,6,0,6
3/10/2020,VT,1,40,,,,,,,41,1ef4d4eeca815cb3358eed86bfdd2b22a7faacc9,,,,41,41,50,0,0,6,0,6
3/11/2020,VT,1,62,,,,,,,63,c8f0f13f72669b1a4b6bde7505772ae78d229919,,,,63,63,50,0,0,22,0,22
3/12/2020,VT,2,97,,,,,,,99,7279c174377b4d61c1a6e3f40530ad2505b9a9a8,,,,99,99,50,0,0,35,1,36
3/13/2020,VT,2,142,,,,,,,144,a02dcfb55e5f9ed028f6328c61b41408533038c1,,,,144,144,50,0,0,45,0,45
3/14/2020,VT,4,227,,,,,,,231,570d73d25152c4e93987f89a83b40ff5480a7682,,,,231,231,50,0,0,85,2,87
3/15/2020,VT,4,348,,,,,,,352,c240b0b7e625d08e14362a93fac37a9cb859d539,,,,352,352,50,0,0,121,0,121
3/16/2020,VT,8,421,,,,,,,429,0bfc2ddcde18514ed799a3832e1136ca8bc745dc,,,,429,429,50,0,0,73,4,77
3/17/2020,VT,10,495,,,,,,,505,7ed042b1658ff87b1bc58e97924f28365b3a934d,,,,505,505,50,0,0,74,2,76
3/18/2020,VT,19,592,,,,,,,611,adc018bdef2b12d859e026881ce104495a7a3736,,,,611,611,50,0,0,97,9,106
3/19/2020,VT,22,645,,,,,,,667,d34ef0b0b994165133a21fa0a4c2329b5131e162,,,,667,667,50,0,0,53,3,56
3/20/2020,VT,29,779,,,2,,,,808,d08680597184a748ed263fab7f7a6137668d5566,,,,808,808,50,2,0,134,7,141
3/21/2020,VT,29,779,,,2,,,,808,3f90c35f316a9595018f2748e50ff309811694ef,,,,808,808,50,0,0,0,0,0
3/22/2020,VT,52,1106,,,2,,,,1158,a0b8449a701d2d442dc5b5fadad80a005d26261b,,,,1158,1158,50,0,0,327,23,350
3/23/2020,VT,75,1106,,,5,,,,1181,72af0f2c9c2f632f233a942199d61c606b68fd90,,,,1181,1181,50,3,0,0,23,23
3/24/2020,VT,95,1440,,,7,,,,1535,a0057043daf21cd5b60d9e10d5109d9aa2dbb574,,,,1535,1535,50,2,0,334,20,354
3/25/2020,VT,123,1589,,,8,,,,1712,007aa638edad042e4ae3bc4e7d899f62b3d3ffee,,,,1712,1712,50,1,0,149,28,177
3/26/2020,VT,158,1850,,,9,,,,2008,994b0d80648160d62da49b803410ff385ef7f906,,,,2008,2008,50,1,0,261,35,296
3/27/2020,VT,184,2077,,18,10,,,,2261,0064eda2b4b2bd74f386a29d0fa13b8378aff141,,,,2261,2261,50,1,18,227,26,253
3/28/2020,VT,211,2163,,18,12,,,,2374,c531c6adaae5c5623a25bebe275eb0269f0e549e,,,,2374,2374,50,2,0,86,27,113
3/29/2020,VT,235,3466,,18,12,,,,3701,6378ad325a9d0e9f7f1edfeb369856d460b5e9d8,,,,3701,3701,50,0,0,1303,24,1327
3/30/2020,VT,256,3674,,18,12,,,,3930,707ea7e30f8939272fe9b6691b379a0385237953,,,,3930,3930,50,0,0,208,21,229
3/31/2020,VT,293,3957,,36,13,,,15,4250,f7ff1c5b387b478086752b2ba379a2aaab0bf9fd,21,,,4250,4250,50,1,18,283,37,320
4/1/2020,VT,321,4174,,45,16,,,15,4495,09d62e8a97e7673d2cb199f97cefebe931639672,30,,,4495,4495,50,3,9,217,28,245
4/2/2020,VT,338,4711,,45,17,,,15,5049,7510d18997abe87e7201c6841efcdf23546e72e3,29,,,5049,5049,50,1,0,537,17,554
4/3/2020,VT,389,4839,,45,17,,,15,5228,fd502b9dcb8608ca17ea5eecf37d01466c5f5389,29,,,5228,5228,50,0,0,128,51,179
3/4/2020,WA,39,,,,10,,,,39,e07bd12171fed21351784c462b0dab23d8cfabbd,,,,39,39,53,,,,,
3/5/2020,WA,70,,,,11,,,,70,dfe5b036415333cb6e796cd8bde4805a159d6676,,,,70,70,53,1,0,0,31,31
3/6/2020,WA,79,370,,,14,,,,449,acf1e359af09f765bfb51daff2037013e6dcb7ef,,,,449,449,53,3,0,370,9,379
3/7/2020,WA,102,370,66,,16,,,,538,bba4f8c850e820bd03b106bdf1e40f53bca745cd,,,,472,472,53,2,0,0,23,23
3/8/2020,WA,102,640,60,,18,,,,802,ff203f889be06e02d7abbc241bb3327974f62c59,,,,742,742,53,2,0,270,0,270
3/9/2020,WA,136,1110,,,22,,,,1246,d72514f02a70119a149f4bc9d6ec6cb789a7e255,,,,1246,1246,53,4,0,470,34,504
3/10/2020,WA,162,1110,,,24,,,,1272,06768336fc25d73cd5c617780d60df98257b9efc,,,,1272,1272,53,2,0,0,26,26
3/11/2020,WA,267,2175,,,24,,,,2442,f3865367145deea2d1be9a82dd6bd3d055ac2c85,,,,2442,2442,53,0,0,1065,105,1170
3/12/2020,WA,337,3037,,,29,,,,3374,b346d7b6e661fa57b707151beb7062178a311a51,,,,3374,3374,53,5,0,862,70,932
3/13/2020,WA,457,4350,,,31,,,,4807,c99bf19d3a7a6a5973c1b9b48d8cf526bc91647e,,,,4807,4807,53,2,0,1313,120,1433
3/14/2020,WA,568,6001,,,37,,,,6569,d0c542a7903d9d53eee47064cd36f4618727252d,,,,6569,6569,53,6,0,1651,111,1762
3/15/2020,WA,642,7122,,,40,,,,7764,1c7e7a0baa721892bbf89e899b597d921e807fce,,,,7764,7764,53,3,0,1121,74,1195
3/16/2020,WA,769,9451,,,42,,,,10220,5de3ba2bf662278c0b9e9a023e91181398269132,,,,10220,10220,53,2,0,2329,127,2456
3/17/2020,WA,904,11582,,,48,,,,12486,a36581696a7488a065d62717a6bcb90bcb0e0893,,,,12486,12486,53,6,0,2131,135,2266
3/18/2020,WA,1012,13117,,,52,,,,14129,eb230fa9aea0b5fd1026102c5bd5775579092452,,,,14129,14129,53,4,0,1535,108,1643
3/19/2020,WA,1187,15918,,,66,,,,17105,535a5769677827d78d2939c5f8f9e44eef508975,,,,17105,17105,53,14,0,2801,175,2976
3/20/2020,WA,1376,19336,,,74,,,,20712,c45d0ccbda5510b5e0067fa6d12226f9debfec0e,,,,20712,20712,53,8,0,3418,189,3607
3/21/2020,WA,1524,21719,,,83,,,,23243,e89ca534af406d512dad526cfc1b5a1e64f75f0c,,,,23243,23243,53,9,0,2383,148,2531
3/22/2020,WA,1793,25328,,,94,,,,27121,072f5a891339bd1334dfd2ef0458210d55271483,,,,27121,27121,53,11,0,3609,269,3878
3/23/2020,WA,1996,28879,,,95,,,,30875,a3330315ca0c6d8393cbffc5d4da83ba0e7a116b,,,,30875,30875,53,1,0,3551,203,3754
3/24/2020,WA,2221,31712,,,110,,,,33933,9da4d0ab70b396d48bb42e53afa63e5d21c41aef,,,,33933,33933,53,15,0,2833,225,3058
3/25/2020,WA,2469,31712,,,123,,,,34181,44b3cb99139fc5b8f131fa7216e447a156a958b4,,,,34181,34181,53,13,0,0,248,248
3/26/2020,WA,2580,31712,,,132,,,,34292,e178057fc2a88562fb8b27dcb5cb7ce3bb9da334,,,,34292,34292,53,9,0,0,111,111
3/27/2020,WA,3207,43173,,,147,,,,46380,c6ef40387ed54825d111164344c738e39fc62ef5,,,,46380,46380,53,15,0,11461,627,12088
3/28/2020,WA,3723,49015,,254,175,,,,52738,aa547bbffd960fa3d6684722df352a64ab786e19,,,,52738,52738,53,28,254,5842,516,6358
3/29/2020,WA,4310,54896,,254,189,,,,59206,79de2d56dfc5fe5931f0670e225388f974f163a9,,,,59206,59206,53,14,0,5881,587,6468
